N,P,K,temperature,humidity,ph,rainfall,label
93.18376104080332,27.25083146075207,74.27720670578879,33.674623090085966,94.91450276793576,6.484253514910824,32.683787296837046,muskmelon
96.2077214848259,19.87979890217721,58.31155811144049,30.074945526843702,87.95934445182557,6.755476762396495,41.10827523547137,watermelon
43.28244391682031,20.270145431029583,46.187128797658126,34.16615869998277,100.16622021671014,7.390471241041852,197.5589647971004,papaya
59.798589984941216,4.900153152356102,41.490718842299955,26.914239194315464,92.87651834252335,6.929744566812549,147.47605125318032,papaya
6.924168115643135,137.5458290785982,169.58791751482295,23.53664854496738,94.79189452660044,5.777405944618455,192.41349345037915,apple
8.699383903292203,25.640088071187105,38.06051091837151,27.746567036626328,51.87253632786632,5.58247821739314,72.97192554893019,mango
13.918459760109126,132.68938713088602,142.13836285600766,8.117484627104687,98.66991405303528,6.238090593255804,130.4806745371735,apple
0.0,51.17353079629975,50.53408981307522,30.793646350308236,63.94750947415993,4.459516302378839,49.00455086847019,mothbeans
26.358460601971746,60.63954954776201,60.42160475799644,32.3792696111444,84.49454295775118,7.096449167131423,45.812820689491424,mungbean
14.314250617719313,66.98765894557516,47.81885204824291,21.233343303412827,65.05549440202721,6.0799713098492205,51.16272970512548,lentil
44.3380215699451,50.390810162202634,54.03013300203002,27.57963615830476,80.51830407278952,7.385679937952403,64.07567134181636,blackgram
27.713277096374338,19.68320093889702,52.86295310700291,31.415654741755194,93.30051691562369,5.12409464941968,101.08022192307929,coconut
27.168451054680702,15.320803191391583,49.26602065107069,27.411746556505403,94.4413126053844,5.605552726768548,141.31519650651302,pomegranate
74.69516681646826,47.21807151571985,39.47342715219903,32.80571738869548,72.20946839583591,7.220908508777813,212.17866288513045,jute
17.44736467931574,13.941136668678551,47.62299280034908,35.00486827193793,99.10927823147088,5.0004557826873715,279.6053955193043,coconut
28.006940014048844,13.936931912733048,50.81082117782523,22.598889837744835,90.82476525803455,5.833721038082605,141.31884918231611,pomegranate
7.655152701031691,108.85984924333304,174.799392629032,4.910258684742088,87.77767333926646,5.490560864204006,163.50334937618135,apple
65.5284365027944,60.29832446037782,52.72848113305773,19.35967244882208,64.04444353160432,5.8932424246168935,91.74884341066101,maize
64.0930371495731,13.173617744564362,62.23381451439885,39.244273092762796,93.63953593465334,6.830028317099947,196.2509007523223,papaya
94.00275229607414,23.509963262480355,78.19294370358222,30.482699872249658,100.10896143697576,6.307484324797699,50.57360394047763,muskmelon
114.29353868440829,36.052895239196154,31.921735520120052,27.238422641850644,57.72794483905603,6.976880430597888,219.89028112472445,coffee
66.75137707122222,18.355482470850497,44.57703568373668,34.46382413953001,90.1330042679372,7.363902076881803,114.74604450812232,papaya
3.572474820724325,4.41768807384247,14.730864219448234,25.41961825511649,91.17296563453168,7.24904356621299,155.22627908388748,orange
62.15051969900238,19.49069666259247,55.5775784628726,38.68126168007454,99.13581516185104,7.34825536438409,129.92773689662317,papaya
19.087601972605615,44.103208119627936,62.706802542756414,19.408419373004303,22.91196438511754,6.1653536671349425,54.14607320989494,chickpea
78.27822552128804,53.98816451984254,56.89888364437426,34.75218612374326,76.36706201430555,7.221120487834451,172.38911812654726,jute
25.03310358176637,55.652703452057295,31.26883881834554,30.295827846689313,87.12136101473169,6.474140060468792,60.01766772884041,mungbean
10.61709397702862,18.740788311262513,16.414844892849594,15.291659287020323,92.4185514191102,7.458093324975412,101.19399529045499,orange
40.428667877901724,53.29628573200388,70.14598938297519,27.826531410653416,65.40202885365979,6.9679664075970225,79.1803927347246,pigeonpeas
96.77517433406855,48.39984685931921,29.672740285579458,21.078153039133294,83.07900066779618,5.491721392509508,173.94175630086536,rice
23.68420799348261,18.659806570833773,56.99357332381776,31.83990337297554,87.7419795732363,6.391980655625085,143.10312770713233,pomegranate
9.232508770784209,44.605918711639156,32.12070308413835,29.216414683900474,36.83272277840339,5.972807674399353,29.297195662044988,mothbeans
74.52916412235571,40.45767446867761,59.07193572964616,29.925206816421014,72.23866515828067,6.358291149736559,199.58099371418558,jute
12.198267778362549,45.455665611175334,44.71100083916479,16.585044260213607,79.0920392215776,7.547411913116766,48.066289556710146,lentil
60.998097060712155,30.50422687261926,43.062556783954065,24.652770102719447,85.29908154640029,6.796675301269192,151.36483238220774,jute
49.30716154798744,42.202593908979516,35.16856471679892,25.57268817719194,65.92767064645142,5.339779505113392,61.808092297023016,blackgram
81.26275222141358,33.1089794303413,47.82947262812116,31.074252241414566,78.08504728202756,6.742614077140012,236.9846062749993,jute
2.7357468646065057,62.63984575737652,60.91188587372797,21.670875347810128,13.663001019377322,7.16044774213486,61.30671768435788,chickpea
9.79849541577441,74.75074410906706,40.61321003364381,24.0420480404128,19.933471822152413,7.257608423123672,65.94311998706539,chickpea
28.68195900041506,51.94112129512384,59.00939513442883,24.870592304096665,21.988380733365098,6.075414524015744,97.74586176402204,kidneybeans
65.12117188784634,9.75217186632896,40.9878657424084,36.093293908298115,92.66970503549342,6.878819294252744,102.86083269370776,papaya
7.84909515568982,10.421326283244602,56.800575467242794,25.49676572842765,63.473811188571325,7.243296250130152,82.8717232194065,mango
58.352875497638784,54.72631575509686,45.47208202141863,28.13181178065743,79.83964040743848,5.355891494069214,78.51123354008936,blackgram
91.4620501184954,44.32548726819291,64.8423571449645,22.820049660177023,73.7952396888641,6.230873626081294,94.52807811808599,maize
3.7717936107286736,58.70602416007308,50.717489148463365,31.449694374059668,82.98026049332046,6.444754609819018,96.26390861533196,mungbean
63.48598057979389,43.26062114742539,52.92574063779957,19.305034319195578,66.76251026123956,6.633650074795172,107.82020314734748,maize
16.738859708425636,42.16600828998025,43.70354768688744,27.2005462823959,29.790732310030585,5.818792955398273,107.54622180785313,pigeonpeas
8.565617694752472,27.868001613393513,51.28008405011981,29.89299710447013,95.08335775913702,5.478667668973048,296.3799396860725,coconut
90.12213810570852,19.303420599467213,60.796093660304244,30.615831687034675,98.53322596077174,6.159645645973056,44.20869040941232,muskmelon
89.97751986304506,62.755311525032056,57.84968542283779,24.295874947007114,65.60586257605706,6.10905477299308,73.16233345450311,maize
34.63999951179096,64.23032822077911,51.99383184431125,25.606329764906615,68.36993682020866,5.673824369706419,69.16093047618372,blackgram
112.31435406287127,56.3905040131191,43.95156346231462,25.15936572548734,64.06357430335645,6.736235551650517,177.8214528561778,coffee
20.65985679981419,105.12453237630872,237.41216385277036,20.521134125902293,89.21009813158622,6.68506643920721,73.08285869788544,grapes
0.0,61.2531657774593,31.681955650562273,33.119501149845554,82.60983452858078,6.349911793787756,64.33637253990237,mungbean
117.64165860656215,58.609004561900974,59.642178337229176,21.247079358723717,57.55809616298713,6.672282711714901,204.09013907305737,coffee
5.33914529289157,71.32490102511564,48.59709658836377,25.5513240730244,24.320509709692235,5.758925889306094,94.95707484986794,kidneybeans
130.01430884897178,28.35299490050681,24.258304764029578,25.278363156398356,78.04204696652587,6.474566189331966,69.52125591581637,cotton
0.13927270967405853,135.9966751803291,146.2008581214236,19.61675860382501,93.72097549008909,6.308751918961152,111.6022875247244,apple
96.73204260434423,61.32694692483646,56.82486624206949,24.922403948474688,80.03468270280365,6.415643025749104,185.97459161254548,banana
36.01833061501795,48.93467087634573,43.852117898140484,25.52681186846604,72.84278492692539,7.207479663452958,54.959295330571685,blackgram
85.4144259111572,12.084970786835218,55.78629044800085,29.55100805852552,82.12956372280087,6.918104795410059,98.01743400879117,watermelon
9.11376289809035,16.28555417368596,39.96778303755266,20.94384709095506,89.50103316959874,5.273840090621914,256.48350149113054,coconut
4.58954840472776,43.797545250776466,36.835928777850114,23.011135329508942,63.72866742603893,6.262876162373158,60.706290129272226,lentil
8.476423107769588,12.693032353291946,16.85008492203202,28.936342742295064,91.28061154914514,6.4926986905833095,147.86443962053255,orange
55.108874290621976,20.698516353874894,52.98217438011928,33.916810634275755,90.87587197492115,7.335133095104636,165.6171949035473,papaya
7.819233551831884,42.07341868833858,41.196789394104215,20.3057400508996,64.49814947447946,5.573365131173959,147.76950505969796,pigeonpeas
17.206604038498376,16.69110841297329,17.7054211235745,10.452583551993692,97.88470516740031,7.386834428336948,180.59169347115542,orange
64.35158948492933,45.00970696861639,44.138129372959845,29.421518932243444,71.87113870316102,5.876229556759681,295.128393601275,rice
120.9760963398241,14.467462799942366,58.25309387789998,32.775269343508434,92.99269219754208,6.857736274231396,34.04616979620872,muskmelon
36.326219374227605,68.75138300160225,70.2719802579999,28.31690322419335,41.310710443287846,6.609657413126758,77.1901361652247,pigeonpeas
112.68984961953146,29.756459841206485,66.02980712868137,29.037883497577894,98.28661819816176,6.229329316646515,43.04192818464751,muskmelon
15.388116596545007,13.26936436100825,47.7584912459268,20.9832483888131,95.24433299839174,7.626019530653674,140.99103363026717,coconut
67.39525903738097,52.01999038141913,50.96498585282343,30.134717987290202,79.85006283159385,7.279739241445065,226.71335212564742,jute
